l_simp_chinese:
 religion_swap.1.t:0 "State Religion"
 standardize_swiss_culture.1.a:0 "And so it shall be."
 standardize_swiss_culture.2.t:0 "Yearly graduation"
 standardize_swiss_culture.2.f:0 "New graduates."
 standardize_swiss_culture.2.a:0 "Nice."
 standardize_swiss_culture.3.t:0 "A Noticeable Cultural Change"
 standardize_swiss_culture.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_swiss_culture.3.a:0 "A sign of progress."
 standardize_swiss_culture.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_swiss_culture.3.c:0 "We should push harder!"
 standardize_swiss_culture.4.t:0 "Welcome To The Fold"
 standardize_swiss_culture.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_swiss_culture.4.a:0 "All I see is family!"
 standardize_swiss_culture.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_swiss_culture.5.f:0 "New graduates." 
 standardize_swiss_culture.5.a:0 "Nice."
 standardize_swiss_culture.6.t:0 "$swiss_culture$ Debug Menu"
 standardize_swiss_culture.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $swiss_culture$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_swiss_culture.6.a:0 "Keep me around, just in case."
 standardize_swiss_culture.6.b:0 "Hide this menu and decision forever."
 standardize_swiss_culture.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_swiss_culture.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_swiss_culture.6.e:0 "Convert all eligible pops to $swiss_culture$."
 standardize_swiss_culture.6.g:0 "Change state religion."
 complete_swiss_culture_decision_not_var_custom_tooltip:0 "Has not decided to set $swiss_culture$ conversion to 100%"
 complete_swiss_culture_decision_var_custom_tooltip:0 "Has decided to set $swiss_culture$ conversion to 100%"
 hide_swiss_culture_debug_menu_var_custom_tooltip:0 "Will remove the debug menu and decision to open it"
 complete_swiss_culture_decision:0 "Open Performance Helper Menu"
 complete_swiss_culture_decision_desc:0 "If you have performance issues or want to fast track the 30/50/70 year milestone event."
 rule_sc_swiss_culture:0 "Swiss Occurrence"
 setting_sc_swiss_culture_never:0 "Never"
 setting_sc_swiss_culture_never_desc:0 "With this setting Swiss will not automatically spawn. It can still be triggered by tag switching however."
 setting_sc_swiss_culture_manual:0 "Manual"
 setting_sc_swiss_culture_manual_desc:0 "With this setting Swiss will not automatically spawn unless its part of the authors choice setting and that setting is enabled. It can still be triggered by tag switching however."
 setting_sc_swiss_culture_auto:0 "Automatic"
 setting_sc_swiss_culture_auto_desc:0 "With this setting Swiss will always happen if the requirements are met."
 standardize_swiss_culture_addon_north_italian.1.t:0 "What about $north_italian$?"
 standardize_swiss_culture_addon_north_italian.1.f:0 "Some of our advisors say that the $north_italian$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_swiss_culture_addon_north_italian.1.a:0 "We will include them!"
 standardize_swiss_culture_addon_north_italian.1.b:0 "Perhaps its better to exclude them."
 standardize_swiss_culture_addon_north_italian_var_custom_tooltip:0 "Has decided to include the $north_italian$."
 standardize_swiss_culture_addon_north_italian_not_var_custom_tooltip:0 "Has not yet decided to include the $north_italian$ culture."
 tai_culture:0 "Tai"
 standardize_tai_culture_decision_var_custom_tooltip:0 "Has made the decision to develop the Tai culture"
 standardize_tai_culture_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the Tai culture"
 standardize_tai_culture_decision:0 "Develop the Tai Culture"
 standardize_tai_culture_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_tai_culture:0 "Develop Tai"
 je_standardize_tai_culture_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_tai_culture.1.t:0 "Emerging Tai Culture"
 standardize_tai_culture.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as Tai."
 standardize_tai_culture.1.a:0 "And so it shall be."
 standardize_tai_culture.2.t:0 "Yearly graduation"
 standardize_tai_culture.2.f:0 "New graduates."
 standardize_tai_culture.2.a:0 "Nice."
 standardize_tai_culture.3.t:0 "A Noticeable Cultural Change"
 standardize_tai_culture.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_tai_culture.3.a:0 "A sign of progress."
 standardize_tai_culture.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_tai_culture.3.c:0 "We should push harder!"
 standardize_tai_culture.4.t:0 "Welcome To The Fold"
 standardize_tai_culture.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_tai_culture.4.a:0 "All I see is family!"
 standardize_tai_culture.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_tai_culture.5.f:0 "New graduates." 
 standardize_tai_culture.5.a:0 "Nice."
 standardize_tai_culture.6.t:0 "$tai_culture$ Debug Menu"
 standardize_tai_culture.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $tai_culture$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_tai_culture.6.a:0 "Keep me around, just in case."
 standardize_tai_culture.6.b:0 "Hide this menu and decision forever."
 standardize_tai_culture.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_tai_culture.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_tai_culture.6.e:0 "Convert all eligible pops to $tai_culture$."
 standardize_tai_culture.6.g:0 "Change state religion."
 complete_tai_culture_decision_not_var_custom_tooltip:0 "Has not decided to set $tai_culture$ conversion to 100%"
 complete_tai_culture_decision_var_custom_tooltip:0 "Has decided to set $tai_culture$ conversion to 100%"
 hide_tai_culture_debug_menu_var_custom_tooltip:0 "Will remove the debug menu and decision to open it"
 complete_tai_culture_decision:0 "Open Performance Helper Menu"
 complete_tai_culture_decision_desc:0 "If you have performance issues or want to fast track the 30/50/70 year milestone event."
 rule_sc_tai_culture:0 "Tai Occurrence"
 setting_sc_tai_culture_never:0 "Never"
 setting_sc_tai_culture_never_desc:0 "With this setting Tai will not automatically spawn. It can still be triggered by tag switching however."
 setting_sc_tai_culture_manual:0 "Manual"
 setting_sc_tai_culture_manual_desc:0 "With this setting Tai will not automatically spawn unless its part of the authors choice setting and that setting is enabled. It can still be triggered by tag switching however."
 setting_sc_tai_culture_auto:0 "Automatic"
 setting_sc_tai_culture_auto_desc:0 "With this setting Tai will always happen if the requirements are met."
 standardize_tai_culture_addon_khmu.1.t:0 "What about $khmu$?"
 standardize_tai_culture_addon_khmu.1.f:0 "Some of our advisors say that the $khmu$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_tai_culture_addon_khmu.1.a:0 "We will include them!"
 standardize_tai_culture_addon_khmu.1.b:0 "Perhaps its better to exclude them."
 standardize_tai_culture_addon_khmu_var_custom_tooltip:0 "Has decided to include the $khmu$."
 standardize_tai_culture_addon_khmu_not_var_custom_tooltip:0 "Has not yet decided to include the $khmu$ culture."
 standardize_tai_culture_addon_khmer.1.t:0 "What about $khmer$?"
 standardize_tai_culture_addon_khmer.1.f:0 "Some of our advisors say that the $khmer$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_tai_culture_addon_khmer.1.a:0 "We will include them!"
 standardize_tai_culture_addon_khmer.1.b:0 "Perhaps its better to exclude them."
 standardize_tai_culture_addon_khmer_var_custom_tooltip:0 "Has decided to include the $khmer$."
 standardize_tai_culture_addon_khmer_not_var_custom_tooltip:0 "Has not yet decided to include the $khmer$ culture."
 standardize_tai_culture_addon_mon.1.t:0 "What about $mon$?"
 standardize_tai_culture_addon_mon.1.f:0 "Some of our advisors say that the $mon$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_tai_culture_addon_mon.1.a:0 "We will include them!"
 standardize_tai_culture_addon_mon.1.b:0 "Perhaps its better to exclude them."
 standardize_tai_culture_addon_mon_var_custom_tooltip:0 "Has decided to include the $mon$."
 standardize_tai_culture_addon_mon_not_var_custom_tooltip:0 "Has not yet decided to include the $mon$ culture."
 taiwanese:0 "Taiwanese"
 standardize_taiwanese_decision_var_custom_tooltip:0 "Has made the decision to develop the Taiwanese culture"
 standardize_taiwanese_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the Taiwanese culture"
 standardize_taiwanese_decision:0 "Develop the Taiwanese Culture"
 standardize_taiwanese_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_taiwanese:0 "Develop Taiwanese"
 je_standardize_taiwanese_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_taiwanese.1.t:0 "Emerging Taiwanese Culture"
 standardize_taiwanese.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as Taiwanese."
 standardize_taiwanese.1.a:0 "And so it shall be."
 standardize_taiwanese.2.t:0 "Yearly graduation"
 standardize_taiwanese.2.f:0 "New graduates."
 standardize_taiwanese.2.a:0 "Nice."
 standardize_taiwanese.3.t:0 "A Noticeable Cultural Change"
 standardize_taiwanese.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_taiwanese.3.a:0 "A sign of progress."
 standardize_taiwanese.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_taiwanese.3.c:0 "We should push harder!"
 standardize_taiwanese.4.t:0 "Welcome To The Fold"
 standardize_taiwanese.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_taiwanese.4.a:0 "All I see is family!"
 standardize_taiwanese.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_taiwanese.5.f:0 "New graduates." 
 standardize_taiwanese.5.a:0 "Nice."
 standardize_taiwanese.6.t:0 "$taiwanese$ Debug Menu"
 standardize_taiwanese.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $taiwanese$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_taiwanese.6.a:0 "Keep me around, just in case."
 standardize_taiwanese.6.b:0 "Hide this menu and decision forever."
 standardize_taiwanese.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_taiwanese.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_taiwanese.6.e:0 "Convert all eligible pops to $taiwanese$."
 standardize_taiwanese.6.g:0 "Change state religion."
 complete_taiwanese_decision_not_var_custom_tooltip:0 "Has not decided to set $taiwanese$ conversion to 100%"
 complete_taiwanese_decision_var_custom_tooltip:0 "Has decided to set $taiwanese$ conversion to 100%"
 hide_taiwanese_debug_menu_var_custom_tooltip:0 "Will remove the debug menu and decision to open it"
 complete_taiwanese_decision:0 "Open Performance Helper Menu"
 complete_taiwanese_decision_desc:0 "If you have performance issues or want to fast track the 30/50/70 year milestone event."
 rule_sc_taiwanese:0 "Taiwanese Occurrence"
 setting_sc_taiwanese_never:0 "Never"
 setting_sc_taiwanese_never_desc:0 "With this setting Taiwanese will not automatically spawn. It can still be triggered by tag switching however."
 setting_sc_taiwanese_manual:0 "Manual"
 setting_sc_taiwanese_manual_desc:0 "With this setting Taiwanese will not automatically spawn unless its part of the authors choice setting and that setting is enabled. It can still be triggered by tag switching however."
 setting_sc_taiwanese_auto:0 "Automatic"
 setting_sc_taiwanese_auto_desc:0 "With this setting Taiwanese will always happen if the requirements are met."
 turkic_culture:0 "Turkic"
 standardize_turkic_culture_decision_var_custom_tooltip:0 "Has made the decision to develop the Turkic culture"
 standardize_turkic_culture_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the Turkic culture"
 standardize_turkic_culture_decision:0 "Develop the Turkic Culture"
 standardize_turkic_culture_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_turkic_culture:0 "Develop Turkic"
 je_standardize_turkic_culture_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_turkic_culture.1.t:0 "Emerging Turkic Culture"
 standardize_turkic_culture.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as Turkic."
 standardize_turkic_culture.1.a:0 "And so it shall be."
 standardize_turkic_culture.2.t:0 "Yearly graduation"
 standardize_turkic_culture.2.f:0 "New graduates."
 standardize_turkic_culture.2.a:0 "Nice."
 standardize_turkic_culture.3.t:0 "A Noticeable Cultural Change"
 standardize_turkic_culture.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_turkic_culture.3.a:0 "A sign of progress."
 standardize_turkic_culture.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_turkic_culture.3.c:0 "We should push harder!"
 standardize_turkic_culture.4.t:0 "Welcome To The Fold"
 standardize_turkic_culture.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_turkic_culture.4.a:0 "All I see is family!"
 standardize_turkic_culture.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_turkic_culture.5.f:0 "New graduates." 
 standardize_turkic_culture.5.a:0 "Nice."
 standardize_turkic_culture.6.t:0 "$turkic_culture$ Debug Menu"
 standardize_turkic_culture.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $turkic_culture$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_turkic_culture.6.a:0 "Keep me around, just in case."
 standardize_turkic_culture.6.b:0 "Hide this menu and decision forever."
 standardize_turkic_culture.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_turkic_culture.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_turkic_culture.6.e:0 "Convert all eligible pops to $turkic_culture$."
 standardize_turkic_culture.6.g:0 "Change state religion."
 complete_turkic_culture_decision_not_var_custom_tooltip:0 "Has not decided to set $turkic_culture$ conversion to 100%"
 complete_turkic_culture_decision_var_custom_tooltip:0 "Has decided to set $turkic_culture$ conversion to 100%"
 hide_turkic_culture_debug_menu_var_custom_tooltip:0 "Will remove the debug menu and decision to open it"
 complete_turkic_culture_decision:0 "Open Performance Helper Menu"
 complete_turkic_culture_decision_desc:0 "If you have performance issues or want to fast track the 30/50/70 year milestone event."
 rule_sc_turkic_culture:0 "Turkic Occurrence"
 setting_sc_turkic_culture_never:0 "Never"
 setting_sc_turkic_culture_never_desc:0 "With this setting Turkic will not automatically spawn. It can still be triggered by tag switching however."
 setting_sc_turkic_culture_manual:0 "Manual"
 setting_sc_turkic_culture_manual_desc:0 "With this setting Turkic will not automatically spawn unless its part of the authors choice setting and that setting is enabled. It can still be triggered by tag switching however."
 setting_sc_turkic_culture_auto:0 "Automatic"
 setting_sc_turkic_culture_auto_desc:0 "With this setting Turkic will always happen if the requirements are met."
 standardize_turkic_culture_addon_luri.1.t:0 "What about $luri$?"
 standardize_turkic_culture_addon_luri.1.f:0 "Some of our advisors say that the $luri$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_turkic_culture_addon_luri.1.a:0 "We will include them!"
 standardize_turkic_culture_addon_luri.1.b:0 "Perhaps its better to exclude them."
 standardize_turkic_culture_addon_luri_var_custom_tooltip:0 "Has decided to include the $luri$."
 standardize_turkic_culture_addon_luri_not_var_custom_tooltip:0 "Has not yet decided to include the $luri$ culture."
 standardize_turkic_culture_addon_mazanderani.1.t:0 "What about $mazanderani$?"
 standardize_turkic_culture_addon_mazanderani.1.f:0 "Some of our advisors say that the $mazanderani$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_turkic_culture_addon_mazanderani.1.a:0 "We will include them!"
 standardize_turkic_culture_addon_mazanderani.1.b:0 "Perhaps its better to exclude them."
 standardize_turkic_culture_addon_mazanderani_var_custom_tooltip:0 "Has decided to include the $mazanderani$."
 standardize_turkic_culture_addon_mazanderani_not_var_custom_tooltip:0 "Has not yet decided to include the $mazanderani$ culture."
 standardize_turkic_culture_addon_persian.1.t:0 "What about $persian$?"
 standardize_turkic_culture_addon_persian.1.f:0 "Some of our advisors say that the $persian$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_turkic_culture_addon_persian.1.a:0 "We will include them!"
 standardize_turkic_culture_addon_persian.1.b:0 "Perhaps its better to exclude them."
 standardize_turkic_culture_addon_persian_var_custom_tooltip:0 "Has decided to include the $persian$."
 standardize_turkic_culture_addon_persian_not_var_custom_tooltip:0 "Has not yet decided to include the $persian$ culture."
 us_american:0 "US American"
 standardize_us_american_decision_var_custom_tooltip:0 "Has made the decision to develop the US American culture"
 standardize_us_american_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the US American culture"
 standardize_us_american_decision:0 "Develop the US American Culture"
 standardize_us_american_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_us_american:0 "Develop US American"
 je_standardize_us_american_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_us_american.1.t:0 "Emerging US American Culture"
 standardize_us_american.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as US American."
 standardize_us_american.1.a:0 "And so it shall be."
 standardize_us_american.2.t:0 "Yearly graduation"
 standardize_us_american.2.f:0 "New graduates."
 standardize_us_american.2.a:0 "Nice."
 standardize_us_american.3.t:0 "A Noticeable Cultural Change"
 standardize_us_american.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_us_american.3.a:0 "A sign of progress."
 standardize_us_american.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_us_american.3.c:0 "We should push harder!"
 standardize_us_american.4.t:0 "Welcome To The Fold"
 standardize_us_american.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_us_american.4.a:0 "All I see is family!"
 standardize_us_american.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_us_american.5.f:0 "New graduates." 
 standardize_us_american.5.a:0 "Nice."
 standardize_us_american.6.t:0 "$us_american$ Debug Menu"
 standardize_us_american.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $us_american$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_us_american.6.a:0 "Keep me around, just in case."
 standardize_us_american.6.b:0 "Hide this menu and decision forever."
 standardize_us_american.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_us_american.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_us_american.6.e:0 "Convert all eligible pops to $us_american$."
 standardize_us_american.6.g:0 "Change state religion."
 complete_us_american_decision_not_var_custom_tooltip:0 "Has not decided to set $us_american$ conversion to 100%"
 complete_us_american_decision_var_custom_tooltip:0 "Has decided to set $us_american$ conversion to 100%"
 hide_us_american_debug_menu_var_custom_tooltip:0 "Will remove the debug menu and decision to open it"
 complete_us_american_decision:0 "Open Performance Helper Menu"
 complete_us_american_decision_desc:0 "If you have performance issues or want to fast track the 30/50/70 year milestone event."
 rule_sc_us_american:0 "US American Occurrence"
 setting_sc_us_american_never:0 "Never"
 setting_sc_us_american_never_desc:0 "With this setting US American will not automatically spawn. It can still be triggered by tag switching however."
 setting_sc_us_american_manual:0 "Manual"
 setting_sc_us_american_manual_desc:0 "With this setting US American will not automatically spawn unless its part of the authors choice setting and that setting is enabled. It can still be triggered by tag switching however."
 setting_sc_us_american_auto:0 "Automatic"
 setting_sc_us_american_auto_desc:0 "With this setting US American will always happen if the requirements are met."
 standardize_us_american_addon_afro_american.1.t:0 "What about $afro_american$?"
 standardize_us_american_addon_afro_american.1.f:0 "Some of our advisors say that the $afro_american$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_us_american_addon_afro_american.1.a:0 "We will include them!"
 standardize_us_american_addon_afro_american.1.b:0 "Perhaps its better to exclude them."
 standardize_us_american_addon_afro_american_var_custom_tooltip:0 "Has decided to include the $afro_american$."
 standardize_us_american_addon_afro_american_not_var_custom_tooltip:0 "Has not yet decided to include the $afro_american$ culture."
 standardize_us_american_addon_cajun.1.t:0 "What about $cajun$?"
 standardize_us_american_addon_cajun.1.f:0 "Some of our advisors say that the $cajun$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_us_american_addon_cajun.1.a:0 "We will include them!"
 standardize_us_american_addon_cajun.1.b:0 "Perhaps its better to exclude them."
 standardize_us_american_addon_cajun_var_custom_tooltip:0 "Has decided to include the $cajun$."
 standardize_us_american_addon_cajun_not_var_custom_tooltip:0 "Has not yet decided to include the $cajun$ culture."
 west_aryan:0 "West-Aryan"
 standardize_west_aryan_decision_var_custom_tooltip:0 "Has made the decision to develop the West-Aryan culture"
 standardize_west_aryan_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the West-Aryan culture"
 standardize_west_aryan_decision:0 "Develop the West-Aryan Culture"
 standardize_west_aryan_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_west_aryan:0 "Develop West-Aryan"
 je_standardize_west_aryan_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_west_aryan.1.t:0 "Emerging West-Aryan Culture"
 standardize_west_aryan.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as West-Aryan."
 standardize_west_aryan.1.a:0 "And so it shall be."
 standardize_west_aryan.2.t:0 "Yearly graduation"
 standardize_west_aryan.2.f:0 "New graduates."
 standardize_west_aryan.2.a:0 "Nice."
 standardize_west_aryan.3.t:0 "A Noticeable Cultural Change"
 standardize_west_aryan.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_west_aryan.3.a:0 "A sign of progress."
 standardize_west_aryan.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_west_aryan.3.c:0 "We should push harder!"
 standardize_west_aryan.4.t:0 "Welcome To The Fold"
 standardize_west_aryan.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_west_aryan.4.a:0 "All I see is family!"
 standardize_west_aryan.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_west_aryan.5.f:0 "New graduates." 
 standardize_west_aryan.5.a:0 "Nice."
 standardize_west_aryan.6.t:0 "$west_aryan$ Debug Menu"
 standardize_west_aryan.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $west_aryan$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_west_aryan.6.a:0 "Keep me around, just in case."
 standardize_west_aryan.6.b:0 "Hide this menu and decision forever."
 standardize_west_aryan.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_west_aryan.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_west_aryan.6.e:0 "Convert all eligible pops to $west_aryan$."
 standardize_west_aryan.6.g:0 "Change state religion."
 complete_west_aryan_decision_not_var_custom_tooltip:0 "Has not decided to set $west_aryan$ conversion to 100%"
 complete_west_aryan_decision_var_custom_tooltip:0 "Has decided to set $west_aryan$ conversion to 100%"
 hide_west_aryan_debug_menu_var_custom_tooltip:0 "Will remove the debug menu and decision to open it"
 complete_west_aryan_decision:0 "Open Performance Helper Menu"
 complete_west_aryan_decision_desc:0 "If you have performance issues or want to fast track the 30/50/70 year milestone event."
 rule_sc_west_aryan:0 "West-Aryan Occurrence"
 setting_sc_west_aryan_never:0 "Never"
 setting_sc_west_aryan_never_desc:0 "With this setting West-Aryan will not automatically spawn. It can still be triggered by tag switching however."
 setting_sc_west_aryan_manual:0 "Manual"
 setting_sc_west_aryan_manual_desc:0 "With this setting West-Aryan will not automatically spawn unless its part of the authors choice setting and that setting is enabled. It can still be triggered by tag switching however."
 setting_sc_west_aryan_auto:0 "Automatic"
